secaoprincipal;zona;codmunicipio;municipio;codlocal;localvotacao;endereco;bairro;cep;aptos
177;116;13897;FORTALEZA;1619;CENTRO EDUCACIONAL HORA DE APRENDER;RUA VITAL BRASIL 2533;GRANJA PORTUGAL;60541495;330
178;116;13897;FORTALEZA;1619;CENTRO EDUCACIONAL HORA DE APRENDER;RUA VITAL BRASIL 2533;GRANJA PORTUGAL;60541495;336
179;116;13897;FORTALEZA;1619;CENTRO EDUCACIONAL HORA DE APRENDER;RUA VITAL BRASIL 2533;GRANJA PORTUGAL;60541495;336
180;116;13897;FORTALEZA;1619;CENTRO EDUCACIONAL HORA DE APRENDER;RUA VITAL BRASIL 2533;GRANJA PORTUGAL;60541495;346
188;116;13897;FORTALEZA;1287;EM EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO 452;GRANJA PORTUGAL;60540835;347
189;116;13897;FORTALEZA;1287;EM EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO 452;GRANJA PORTUGAL;60540835;347
190;116;13897;FORTALEZA;1295;EM MANOEL MALVEIRA MAIA;RUA MANUEL GALDINO 2890;BOM JARDIM;60540122;395
191;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;393
192;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;395
193;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;395
194;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;392
195;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;391
196;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;396
197;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;391
198;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;392
199;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;394
200;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;394
201;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;392
202;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;395
203;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;379
204;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;383
205;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;390
206;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;393
207;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;394
208;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;394
209;116;13897;FORTALEZA;1341;POSTO DE SAUDE DR JURANDIR PICANCO;RUA DUAS NACOES 605;GRANJA PORTUGAL;60545241;398
210;116;13897;FORTALEZA;1341;POSTO DE SAUDE DR JURANDIR PICANCO;RUA DUAS NACOES 605;GRANJA PORTUGAL;60545241;395
211;116;13897;FORTALEZA;1341;POSTO DE SAUDE DR JURANDIR PICANCO;RUA DUAS NACOES 605;GRANJA PORTUGAL;60545241;399
212;116;13897;FORTALEZA;1341;POSTO DE SAUDE DR JURANDIR PICANCO;RUA DUAS NACOES 605;GRANJA PORTUGAL;60545241;393
213;116;13897;FORTALEZA;1350;PROJETO ABC BOM JARDIM;RUA TRES CORACOES 762;GRANJA LISBOA;60540441;379
214;116;13897;FORTALEZA;1350;PROJETO ABC BOM JARDIM;RUA TRES CORACOES 762;GRANJA LISBOA;60540441;375
215;116;13897;FORTALEZA;1350;PROJETO ABC BOM JARDIM;RUA TRES CORACOES 762;GRANJA LISBOA;60540441;372
266;116;13897;FORTALEZA;1481;EM REITOR ANTONIO MARTINS FILHO;RUA TEODORO DE CASTRO 1175;GRANJA PORTUGAL;60541192;371
267;116;13897;FORTALEZA;1210;EEFM SAO FRANCISCO DE ASSIS - GRANJA PORTUGAL;RUA NEREIDE 320;GRANJA PORTUGAL;60540685;395
271;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;391
272;116;13897;FORTALEZA;1015;CAIC - MARIA ALVES CARIOCA;RUA GUARAREMA 690;GRANJA LISBOA;60540491;380
273;116;13897;FORTALEZA;1562;PROJETO CASA BRASIL - CENTRO DE QUALIFICACAO PROFISSIONAL;RUA HUMBERTO LOMEU 1090;GRANJA PORTUGAL;60541112;285
275;116;13897;FORTALEZA;1287;EM EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO 452;GRANJA PORTUGAL;60540835;354
276;116;13897;FORTALEZA;1490;EM JOAO MENDES DE ANDRADE;RUA B, 1366;BOM JARDIM;60540662;424
284;116;13897;FORTALEZA;1546;CENTRO CULTURAL BOM JARDIM;RUA TRES CORACOES 400;GRANJA LISBOA;60540441;380
286;116;13897;FORTALEZA;1015;CAIC - MARIA ALVES CARIOCA;RUA GUARAREMA 690;GRANJA LISBOA;60540491;378
289;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;375
290;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;395
292;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;394
293;116;13897;FORTALEZA;1546;CENTRO CULTURAL BOM JARDIM;RUA TRES CORACOES 400;GRANJA LISBOA;60540441;392
296;116;13897;FORTALEZA;1210;EEFM SAO FRANCISCO DE ASSIS - GRANJA PORTUGAL;RUA NEREIDE 320;GRANJA PORTUGAL;60540685;395
298;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;391
299;116;13897;FORTALEZA;1562;PROJETO CASA BRASIL - CENTRO DE QUALIFICACAO PROFISSIONAL;RUA HUMBERTO LOMEU 1090;GRANJA PORTUGAL;60541112;290
300;116;13897;FORTALEZA;1554;CRAS GRANJA PORTUGAL;RUA HUMBERTO LOMEU 1130;GRANJA PORTUGAL;60541112;382
302;116;13897;FORTALEZA;1058;CENTRO EDUCACIONAL CARVALHO BARBOSA;AV OSCAR ARARIPE 544;BOM JARDIM;60543452;396
303;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;393
304;116;13897;FORTALEZA;1295;EM MANOEL MALVEIRA MAIA;RUA MANUEL GALDINO 2890;BOM JARDIM;60540122;394
305;116;13897;FORTALEZA;1287;EM EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO 452;GRANJA PORTUGAL;60540835;348
306;116;13897;FORTALEZA;1481;EM REITOR ANTONIO MARTINS FILHO;RUA TEODORO DE CASTRO 1175;GRANJA PORTUGAL;60541192;370
308;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;393
312;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;392
315;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;392
316;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;394
320;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;384
321;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;395
323;116;13897;FORTALEZA;1481;EM REITOR ANTONIO MARTINS FILHO;RUA TEODORO DE CASTRO 1175;GRANJA PORTUGAL;60541192;368
324;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;394
325;116;13897;FORTALEZA;1562;PROJETO CASA BRASIL - CENTRO DE QUALIFICACAO PROFISSIONAL;RUA HUMBERTO LOMEU 1090;GRANJA PORTUGAL;60541112;289
326;116;13897;FORTALEZA;1210;EEFM SAO FRANCISCO DE ASSIS - GRANJA PORTUGAL;RUA NEREIDE 320;GRANJA PORTUGAL;60540685;393
327;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;392
329;116;13897;FORTALEZA;1490;EM JOAO MENDES DE ANDRADE;RUA B, 1366;BOM JARDIM;60540662;421
330;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;391
333;116;13897;FORTALEZA;1600;CAPS-AD - CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;RUA ANTONIO NERY 1058;GRANJA PORTUGAL;60545232;367
334;116;13897;FORTALEZA;1619;CENTRO EDUCACIONAL HORA DE APRENDER;RUA VITAL BRASIL 2533;GRANJA PORTUGAL;60541495;319
335;116;13897;FORTALEZA;1627;COLEGIO MARQUES LIMA;RUA EMILIO DE MENEZES 1552;GRANJA PORTUGAL;60541425;334
338;116;13897;FORTALEZA;1597;EM PROF ANTONIA MARIA DE LIMA;RUA SARGENTO JOAO PINHEIRO 2601;GRANJA LISBOA;60540513;353
339;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;391
340;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;393
346;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;394
347;116;13897;FORTALEZA;1325;EM SANTA ISABEL;RUA RAIMUNDO PINHEIRO 798;BOM JARDIM;60545035;392
349;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;397
353;116;13897;FORTALEZA;1570;EEEP ICARO DE SOUSA MOREIRA - LICEU DO BOM JARDIM;RUA JOSE MARTINS, 2246;GRANJA LISBOA;60540545;388
356;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;398
358;116;13897;FORTALEZA;1635;EM FRANCISCO EDMILSON PINHEIRO;AVENIDA H, 2115, 4A ETAPA;CONJUNTO CEARÁ I;60533667;400
360;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;397
362;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;393
363;116;13897;FORTALEZA;1287;EM EDUCADOR PAULO FREIRE;RUA CORONEL FABRICIANO 452;GRANJA PORTUGAL;60540835;356
365;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;397
366;116;13897;FORTALEZA;1210;EEFM SAO FRANCISCO DE ASSIS - GRANJA PORTUGAL;RUA NEREIDE 320;GRANJA PORTUGAL;60540685;399
367;116;13897;FORTALEZA;1350;PROJETO ABC BOM JARDIM;RUA TRES CORACOES 762;GRANJA LISBOA;60540441;383
368;116;13897;FORTALEZA;1120;EM CONCEICAO MOURAO;RUA DUAS NACOES 550;GRANJA PORTUGAL;60545241;391
369;116;13897;FORTALEZA;1295;EM MANOEL MALVEIRA MAIA;RUA MANUEL GALDINO 2890;BOM JARDIM;60540122;395
370;116;13897;FORTALEZA;1490;EM JOAO MENDES DE ANDRADE;RUA B, 1366;BOM JARDIM;60540662;397
371;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;399
377;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;398
378;116;13897;FORTALEZA;1155;EM JOSE CARLOS MATOS;RUA ITAJAI 802;GRANJA PORTUGAL;60545290;230
379;116;13897;FORTALEZA;1600;CAPS-AD - CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;RUA ANTONIO NERY 1058;GRANJA PORTUGAL;60545232;129
382;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;393
383;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;392
384;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;391
385;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;392
386;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;395
387;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;394
388;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;396
389;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;392
390;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;395
391;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;393
392;116;13897;FORTALEZA;1651;EM FRANCISCA FERNANDES MAGALHAES;RUA TAQUARI 1015;BONSUCESSO;60541706;391
393;116;13897;FORTALEZA;1660;EM PROF LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA 901;BONSUCESSO;60520790;388
394;116;13897;FORTALEZA;1660;EM PROF LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA 901;BONSUCESSO;60520790;392
395;116;13897;FORTALEZA;1660;EM PROF LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA 901;BONSUCESSO;60520790;394
396;116;13897;FORTALEZA;1660;EM PROF LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA 901;BONSUCESSO;60520790;395
397;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;365
398;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;357
399;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;372
400;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;373
401;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;376
402;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;378
403;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;374
404;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;366
405;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;364
406;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;367
407;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;365
408;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;368
409;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;363
410;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;365
411;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;362
412;116;13897;FORTALEZA;1686;EM JOAO PAULO I;RUA LUIZ DE CASTRO 254;BONSUCESSO;60520485;366
413;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;327
414;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;326
415;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;327
416;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;323
417;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;326
418;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;328
419;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;327
420;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;321
421;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;324
422;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;323
423;116;13897;FORTALEZA;1694;EM MARIA DO SOCORRO ALVES CARNEIRO;RUA LUIS VIEIRA 1020;BONSUCESSO;60541672;326
424;116;13897;FORTALEZA;1708;EM RAIMUNDO MOREIRA SENA;RUA G, 93, CJ. NOVA RESIDENCIA;BOM JARDIM;60546160;334
425;116;13897;FORTALEZA;1708;EM RAIMUNDO MOREIRA SENA;RUA G, 93, CJ. NOVA RESIDENCIA;BOM JARDIM;60546160;341
426;116;13897;FORTALEZA;1708;EM RAIMUNDO MOREIRA SENA;RUA G, 93, CJ. NOVA RESIDENCIA;BOM JARDIM;60546160;341
427;116;13897;FORTALEZA;1716;EEF SAO JOSE DO PICI DAS PEDREIRAS;RUA MANUEL ANTONIO LEITE 250;BONSUCESSO;60545300;397
428;116;13897;FORTALEZA;1716;EEF SAO JOSE DO PICI DAS PEDREIRAS;RUA MANUEL ANTONIO LEITE 250;BONSUCESSO;60545300;393
429;116;13897;FORTALEZA;1716;EEF SAO JOSE DO PICI DAS PEDREIRAS;RUA MANUEL ANTONIO LEITE 250;BONSUCESSO;60545300;396
430;116;13897;FORTALEZA;1716;EEF SAO JOSE DO PICI DAS PEDREIRAS;RUA MANUEL ANTONIO LEITE 250;BONSUCESSO;60545300;396
431;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;364
432;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;367
433;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;355
434;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;359
435;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;360
436;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;360
437;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;364
438;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;360
439;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;359
440;116;13897;FORTALEZA;1724;EM JOSE ALCIDES PINTO;RUA GUARANI 2000;BONSUCESSO;60520494;376
441;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;377
442;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;370
443;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;376
444;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;373
445;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;382
446;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;379
447;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;383
448;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;373
449;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;351
450;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;354
451;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;356
452;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;355
453;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;352
454;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;351
455;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;356
456;116;13897;FORTALEZA;1740;EM ANTONIO DIOGO DE SIQUEIRA;RUA ANSELMO NOGUEIRA 655;BONSUCESSO;60545360;351
457;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;387
458;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;393
459;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;395
460;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;388
461;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;387
462;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;392
463;116;13897;FORTALEZA;1759;COLEGIO LIMA NOGUEIRA;RUA JULIO BRAGA, 1117;JOÃO XXIII;60520130;391
464;116;13897;FORTALEZA;1333;EM ULYSSES GUIMARAES;RUA TENENTE FRANCISCO PAIVA 1350;GRANJA LISBOA;60540478;399
465;116;13897;FORTALEZA;1490;EM JOAO MENDES DE ANDRADE;RUA B, 1366;BOM JARDIM;60540662;399
466;116;13897;FORTALEZA;1635;EM FRANCISCO EDMILSON PINHEIRO;AVENIDA H, 2115, 4A ETAPA;CONJUNTO CEARÁ I;60533667;397
467;116;13897;FORTALEZA;1554;CRAS GRANJA PORTUGAL;RUA HUMBERTO LOMEU 1130;GRANJA PORTUGAL;60541112;330
468;116;13897;FORTALEZA;1309;EM PROF LIREDA FACO;RUA TRES CORACOES 735;GRANJA LISBOA;60540441;400
469;116;13897;FORTALEZA;1546;CENTRO CULTURAL BOM JARDIM;RUA TRES CORACOES 400;GRANJA LISBOA;60540441;375
470;116;13897;FORTALEZA;1732;EM XV DE OUTUBRO;RUA GUARANI 2030;BONSUCESSO;60520494;381
471;116;13897;FORTALEZA;1635;EM FRANCISCO EDMILSON PINHEIRO;AVENIDA H, 2115, 4A ETAPA;CONJUNTO CEARÁ I;60533667;399
472;116;13897;FORTALEZA;1317;EM RACHEL VIANA MARTINS;RUA TUCUNDUBA 2703;GRANJA LISBOA;60540121;225
473;116;13897;FORTALEZA;1660;EM PROF LUIS RECAMONDE CAPELO;RUA MARIA QUINTELA 901;BONSUCESSO;60520790;201
474;116;13897;FORTALEZA;1490;EM JOAO MENDES DE ANDRADE;RUA B, 1366;BOM JARDIM;60540662;186
475;116;13897;FORTALEZA;1635;EM FRANCISCO EDMILSON PINHEIRO;AVENIDA H, 2115, 4A ETAPA;CONJUNTO CEARÁ I;60533667;252
476;116;13897;FORTALEZA;1295;EM MANOEL MALVEIRA MAIA;RUA MANUEL GALDINO 2890;BOM JARDIM;60540122;50
477;116;13897;FORTALEZA;1066;EM DOM LUSTOSA;RUA GERALDO BARBOSA 3901;GRANJA LISBOA;60540344;70
480;116;13897;FORTALEZA;1716;EEF SAO JOSE DO PICI DAS PEDREIRAS;RUA MANUEL ANTONIO LEITE 250;BONSUCESSO;60545300;75
139;117;13897;FORTALEZA;1546;ESCOLA PADRE JOSINO;RUA ADALBERTO MALVEIRA, 558;SIQUEIRA;60732290;400
140;117;13897;FORTALEZA;1546;ESCOLA PADRE JOSINO;RUA ADALBERTO MALVEIRA, 558;SIQUEIRA;60732290;401
141;117;13897;FORTALEZA;1546;ESCOLA PADRE JOSINO;RUA ADALBERTO MALVEIRA, 558;SIQUEIRA;60732290;401
147;117;13897;FORTALEZA;1635;CUCA MONDUBIM;RUA SANTA MARLÚCIA, S/N;MONDUBIM;60060170;326
148;117;13897;FORTALEZA;1635;CUCA MONDUBIM;RUA SANTA MARLÚCIA, S/N;MONDUBIM;60060170;329
149;117;13897;FORTALEZA;1635;CUCA MONDUBIM;RUA SANTA MARLÚCIA, S/N;MONDUBIM;60060170;354
150;117;13897;FORTALEZA;1635;CUCA MONDUBIM;RUA SANTA MARLÚCIA, S/N;MONDUBIM;60060170;331
151;117;13897;FORTALEZA;1635;CUCA MONDUBIM;RUA SANTA MARLÚCIA, S/N;MONDUBIM;60060170;327
